year,ticker,yf_ticker,first_date,last_date,full_year,episodes
2016,CAM,CAM,2016-01-01,2016-04-03,False,1
2016,CAT,CAT,2016-01-01,2016-12-31,True,1
2016,CB,CB,2016-01-01,2016-12-31,True,1
2016,CBRE,CBRE,2016-01-01,2016-12-31,True,1
2016,CBS,CBS,2016-01-01,2016-12-31,True,1
2016,CCE,CCE,2016-01-01,2016-05-30,False,1
2016,CCEP,CCEP,2016-01-04,2016-05-30,False,1
2016,CCI,CCI,2016-01-01,2016-12-31,True,1
2016,CCL,CCL,2016-01-01,2016-12-31,True,1
2016,CELG,CELG,2016-01-01,2016-12-31,True,1
2016,CERN,CERN,2016-01-01,2016-12-31,True,1
2016,CF,CF,2016-01-01,2016-12-31,True,1
2016,CFG,CFG,2016-02-01,2016-12-31,False,1
2016,CHD,CHD,2016-01-01,2016-12-31,True,1
2016,CHK,CHK,2016-01-01,2016-12-31,True,1
2016,CHRW,CHRW,2016-01-01,2016-12-31,True,1
2016,CHTR,CHTR,2016-09-08,2016-12-31,False,1
2016,CI,CI,2016-01-01,2016-12-31,True,1
2016,CINF,CINF,2016-01-01,2016-12-31,True,1
2016,CL,CL,2016-01-01,2016-12-31,True,1
2016,CLX,CLX,2016-01-01,2016-12-31,True,1
2016,CMA,CMA,2016-01-01,2016-12-31,True,1
2016,CMCSA,CMCSA,2016-01-01,2016-12-31,True,1
2016,CME,CME,2016-01-01,2016-12-31,True,1
2016,CMG,CMG,2016-01-01,2016-12-31,True,1
2016,CMI,CMI,2016-01-01,2016-12-31,True,1
2016,CMS,CMS,2016-01-01,2016-12-31,True,1
2016,CNC,CNC,2016-03-30,2016-12-31,False,1
2016,CNP,CNP,2016-01-01,2016-12-31,True,1
2016,CNX,CNX,2016-01-01,2016-03-03,False,1
2016,COF,COF,2016-01-01,2016-12-31,True,1
2016,COG,CTRA,2016-01-01,2016-12-31,True,1
2016,COL,COL,2016-01-01,2016-12-31,True,1
2016,COO,COO,2016-09-23,2016-12-31,False,1
2016,COP,COP,2016-01-01,2016-12-31,True,1
2016,COST,COST,2016-01-01,2016-12-31,True,1
2016,COTY,COTY,2016-10-03,2016-12-31,False,1
2016,CPB,CPB,2016-01-01,2016-12-31,True,1
2016,CPGX,CPGX,2016-01-01,2016-06-30,False,1
2016,CPRI,CPRI,2016-01-04,2016-12-31,False,1
2016,CRM,CRM,2016-01-01,2016-12-31,True,1
2016,CSCO,CSCO,2016-01-01,2016-12-31,True,1
2016,CSRA,CSRA,2016-01-01,2016-12-31,True,1
2016,CSX,CSX,2016-01-01,2016-12-31,True,1
2016,CTAS,CTAS,2016-01-01,2016-12-31,True,1
2016,CTL,LUMN,2016-01-01,2016-12-31,True,1
2016,CTSH,CTSH,2016-01-01,2016-12-31,True,1
2016,CTXS,CTXS,2016-01-01,2016-12-31,True,1
2016,CVC,CVC,2016-01-01,2016-06-20,False,1
2016,CVS,CVS,2016-01-01,2016-12-31,True,1
2016,CVX,CVX,2016-01-01,2016-12-31,True,1
2016,CXO,CXO,2016-02-22,2016-12-31,False,1
2016,D,D,2016-01-01,2016-12-31,True,1
2016,DAL,DAL,2016-01-01,2016-12-31,True,1
2016,DD,DD,2016-01-01,2016-12-31,True,1
2016,DE,DE,2016-01-01,2016-12-31,True,1
2016,DFS,DFS,2016-01-01,2016-12-31,True,1
2016,DG,DG,2016-01-01,2016-12-31,True,1
2016,DGX,DGX,2016-01-01,2016-12-31,True,1
2016,DHI,DHI,2016-01-01,2016-12-31,True,1
2016,DHR,DHR,2016-01-01,2016-12-31,True,1
2016,DIS,DIS,2016-01-01,2016-12-31,True,1
2016,DISCA,DISCA,2016-01-01,2016-12-31,True,1
2016,DISCK,DISCK,2016-01-01,2016-12-31,True,1
2016,DLR,DLR,2016-05-18,2016-12-31,False,1
2016,DLTR,DLTR,2016-01-01,2016-12-31,True,1
2016,DNB,DNB,2016-01-01,2016-12-31,True,1
2016,DO,DO,2016-01-01,2016-10-02,False,1
2016,DOV,DOV,2016-01-01,2016-12-31,True,1
2016,DOW,DOW,2016-01-01,2016-12-31,True,1
2016,DRI,DRI,2016-01-01,2016-12-31,True,1
2016,DTE,DTE,2016-01-01,2016-12-31,True,1
2016,DUK,DUK,2016-01-01,2016-12-31,True,1
2016,DVA,DVA,2016-01-01,2016-12-31,True,1
2016,DVN,DVN,2016-01-01,2016-12-31,True,1
2016,EA,EA,2016-01-01,2016-12-31,True,1
2016,EBAY,EBAY,2016-01-01,2016-12-31,True,1
2016,ECL,ECL,2016-01-01,2016-12-31,True,1
2016,ED,ED,2016-01-01,2016-12-31,True,1
2016,EFX,EFX,2016-01-01,2016-12-31,True,1
2016,EIX,EIX,2016-01-01,2016-12-31,True,1
2016,EL,EL,2016-01-01,2016-12-31,True,1
2016,EMC,EMC,2016-01-01,2016-09-06,False,1
2016,EMN,EMN,2016-01-01,2016-12-31,True,1
2016,EMR,EMR,2016-01-01,2016-12-31,True,1
2016,ENDP,ENDP,2016-01-01,2016-12-31,True,1
2016,EOG,EOG,2016-01-01,2016-12-31,True,1
2016,EQIX,EQIX,2016-01-01,2016-12-31,True,1
2016,EQR,EQR,2016-01-01,2016-12-31,True,1
2016,EQT,EQT,2016-01-01,2016-12-31,True,1
2016,ES,ES,2016-01-01,2016-12-31,True,1
2016,ESRX,ESRX,2016-01-01,2016-12-31,True,1
2016,ESS,ESS,2016-01-01,2016-12-31,True,1
2016,ESV,ESV,2016-01-01,2016-03-29,False,1
2016,ETFC,ETFC,2016-01-01,2016-12-31,True,1
2016,ETN,ETN,2016-01-01,2016-12-31,True,1
2016,ETR,ETR,2016-01-01,2016-12-31,True,1
2016,EVHC,EVHC,2016-12-02,2016-12-31,False,1
2016,EW,EW,2016-01-01,2016-12-31,True,1
2016,EXC,EXC,2016-01-01,2016-12-31,True,1
2016,EXPD,EXPD,2016-01-01,2016-12-31,True,1
2016,EXPE,EXPE,2016-01-01,2016-12-31,True,1
2016,EXR,EXR,2016-01-19,2016-12-31,False,1
2016,F,F,2016-01-01,2016-12-31,True,1
2016,FAST,FAST,2016-01-01,2016-12-31,True,1
2016,FB,META,2016-01-01,2016-12-31,True,1
2016,FBHS,FBIN,2016-06-24,2016-12-31,False,1
2016,FCX,FCX,2016-01-01,2016-12-31,True,1
2016,FDX,FDX,2016-01-01,2016-12-31,True,1
2016,FE,FE,2016-01-01,2016-12-31,True,1
2016,FFIV,FFIV,2016-01-01,2016-12-31,True,1
2016,FIS,FIS,2016-01-01,2016-12-31,True,1
2016,FISV,FI,2016-01-01,2016-12-31,True,1
2016,FITB,FITB,2016-01-01,2016-12-31,True,1
2016,FL,FL,2016-04-04,2016-12-31,False,1
2016,FLIR,FLIR,2016-01-01,2016-12-31,True,1
2016,FLR,FLR,2016-01-01,2016-12-31,True,1
2016,FLS,FLS,2016-01-01,2016-12-31,True,1
2016,FMC,FMC,2016-01-01,2016-12-31,True,1
2016,FOSL,FOSL,2016-01-01,2016-01-04,False,1
2016,FOX,FOX,2016-01-01,2016-12-31,True,1
2016,FOXA,FOXA,2016-01-01,2016-12-31,True,1
2016,FRT,FRT,2016-02-01,2016-12-31,False,1
2016,FSLR,FSLR,2016-01-01,2016-12-31,True,1
2016,FTI,FTI,2016-01-01,2016-12-31,True,1
2016,FTR,FTR,2016-01-01,2016-12-31,True,1
2016,FTV,FTV,2016-07-05,2016-12-31,False,1
2016,GAS,GAS,2016-01-01,2016-06-30,False,1
2016,GD,GD,2016-01-01,2016-12-31,True,1
2016,GE,GE,2016-01-01,2016-12-31,True,1
2016,GGP,GGP,2016-01-01,2016-12-31,True,1
2016,GILD,GILD,2016-01-01,2016-12-31,True,1
2016,GIS,GIS,2016-01-01,2016-12-31,True,1
2016,GLW,GLW,2016-01-01,2016-12-31,True,1
2016,GM,GM,2016-01-01,2016-12-31,True,1
2016,GMCR,GMCR,2016-01-01,2016-03-02,False,1
2016,GME,GME,2016-01-01,2016-04-24,False,1
2016,GOOG,GOOG,2016-01-01,2016-12-31,True,1
2016,GOOGL,GOOGL,2016-01-01,2016-12-31,True,1
2016,GPC,GPC,2016-01-01,2016-12-31,True,1
2016,GPN,GPN,2016-04-25,2016-12-31,False,1
2016,GPS,GPS,2016-01-01,2016-12-31,True,1
2016,GRMN,GRMN,2016-01-01,2016-12-31,True,1
2016,GS,GS,2016-01-01,2016-12-31,True,1
2016,GT,GT,2016-01-01,2016-12-31,True,1
2016,GWW,GWW,2016-01-01,2016-12-31,True,1
2016,HAL,HAL,2016-01-01,2016-12-31,True,1
2016,HAR,HAR,2016-01-01,2016-12-31,True,1
2016,HAS,HAS,2016-01-01,2016-12-31,True,1
2016,HBAN,HBAN,2016-01-01,2016-12-31,True,1
2016,HBI,HBI,2016-01-01,2016-12-31,True,1
2016,HCA,HCA,2016-01-01,2016-12-31,True,1
2016,HCP,DOC,2016-01-01,2016-12-31,True,1
2016,HD,HD,2016-01-01,2016-12-31,True,1
2016,HES,HES,2016-01-01,2016-12-31,True,1
2016,HIG,HIG,2016-01-01,2016-12-31,True,1
2016,HOG,HOG,2016-01-01,2016-12-31,True,1
2016,HOLX,HOLX,2016-03-30,2016-12-31,False,1
2016,HON,HON,2016-01-01,2016-12-31,True,1
2016,HOT,HOT,2016-01-01,2016-09-22,False,1
2016,HP,HP,2016-01-01,2016-12-31,True,1
2016,HPE,HPE,2016-01-01,2016-12-31,True,1
2016,HPQ,HPQ,2016-01-01,2016-12-31,True,1
2016,HRB,HRB,2016-01-01,2016-12-31,True,1
2016,HRL,HRL,2016-01-01,2016-12-31,True,1
2016,HRS,HRS,2016-01-01,2016-12-31,True,1
2016,HSIC,HSIC,2016-01-01,2016-12-31,True,1
2016,HST,HST,2016-01-01,2016-12-31,True,1
2016,HSY,HSY,2016-01-01,2016-12-31,True,1
2016,HUM,HUM,2016-01-01,2016-12-31,True,1
2016,IBM,IBM,2016-01-01,2016-12-31,True,1
2016,ICE,ICE,2016-01-01,2016-12-31,True,1
2016,IFF,IFF,2016-01-01,2016-12-31,True,1
2016,ILMN,ILMN,2016-01-01,2016-12-31,True,1
2016,INTC,INTC,2016-01-01,2016-12-31,True,1
2016,INTU,INTU,2016-01-01,2016-12-31,True,1
2016,IP,IP,2016-01-01,2016-12-31,True,1
2016,IPG,IPG,2016-01-01,2016-12-31,True,1
2016,IR,IR,2016-01-01,2016-12-31,True,1
2016,IRM,IRM,2016-01-01,2016-12-31,True,1
2016,ISRG,ISRG,2016-01-01,2016-12-31,True,1
2016,ITW,ITW,2016-01-01,2016-12-31,True,1
2016,IVZ,IVZ,2016-01-01,2016-12-31,True,1
2016,JBHT,JBHT,2016-01-01,2016-12-31,True,1
2016,JCI,JCI,2016-01-01,2016-12-31,True,1
2016,JEC,JEC,2016-01-01,2016-12-31,True,1
2016,JEF,JEF,2016-01-01,2016-12-31,True,1
2016,JNJ,JNJ,2016-01-01,2016-12-31,True,1
2016,JNPR,JNPR,2016-01-01,2016-12-31,True,1
2016,JPM,JPM,2016-01-01,2016-12-31,True,1
2016,JWN,JWN,2016-01-01,2016-12-31,True,1
2016,K,K,2016-01-01,2016-12-31,True,1
2016,KDP,KDP,2016-01-01,2016-12-31,True,1
2016,KEY,KEY,2016-01-01,2016-12-31,True,1
2016,KHC,KHC,2016-01-01,2016-12-31,True,1
2016,KIM,KIM,2016-01-01,2016-12-31,True,1
2016,KLAC,KLAC,2016-01-01,2016-12-31,True,1
2016,KMB,KMB,2016-01-01,2016-12-31,True,1
2016,KMI,KMI,2016-01-01,2016-12-31,True,1
2016,KMX,KMX,2016-01-01,2016-12-31,True,1
2016,KO,KO,2016-01-01,2016-12-31,True,1
2016,KORS,CPRI,2016-01-01,2016-12-31,True,1
2016,KR,KR,2016-01-01,2016-12-31,True,1
2016,KSS,KSS,2016-01-01,2016-12-31,True,1
2016,KSU,KSU,2016-01-01,2016-12-31,True,1
2016,L,L,2016-01-01,2016-12-31,True,1
2016,LB,LB,2016-01-01,2016-12-31,True,1
2016,LEG,LEG,2016-01-01,2016-12-31,True,1
2016,LEN,LEN,2016-01-01,2016-12-31,True,1
2016,LH,LH,2016-01-01,2016-12-31,True,1
2016,LKQ,LKQ,2016-05-23,2016-12-31,False,1
2016,LLL,LLL,2016-01-01,2016-12-31,True,1
2016,LLTC,LLTC,2016-01-01,2016-12-31,True,1
2016,LLY,LLY,2016-01-01,2016-12-31,True,1
2016,LM,LM,2016-01-01,2016-12-01,False,1
2016,LMT,LMT,2016-01-01,2016-12-31,True,1
2016,LNC,LNC,2016-01-01,2016-12-31,True,1
2016,LNT,LNT,2016-07-01,2016-12-31,False,1
2016,LOW,LOW,2016-01-01,2016-12-31,True,1
2016,LRCX,LRCX,2016-01-01,2016-12-31,True,1
2016,LUV,LUV,2016-01-01,2016-12-31,True,1
2016,LVLT,LVLT,2016-01-01,2016-12-31,True,1
2016,LYB,LYB,2016-01-01,2016-12-31,True,1
2016,M,M,2016-01-01,2016-12-31,True,1
2016,MA,MA,2016-01-01,2016-12-31,True,1
2016,MAA,MAA,2016-12-02,2016-12-31,False,1
2016,MAC,MAC,2016-01-01,2016-12-31,True,1
2016,MAR,MAR,2016-01-01,2016-12-31,True,1
2016,MAS,MAS,2016-01-01,2016-12-31,True,1
2016,MAT,MAT,2016-01-01,2016-12-31,True,1
2016,MCD,MCD,2016-01-01,2016-12-31,True,1
2016,MCHP,MCHP,2016-01-01,2016-12-31,True,1
2016,MCK,MCK,2016-01-01,2016-12-31,True,1
2016,MCO,MCO,2016-01-01,2016-12-31,True,1
2016,MDLZ,MDLZ,2016-01-01,2016-12-31,True,1
2016,MDT,MDT,2016-01-01,2016-12-31,True,1
2016,MET,MET,2016-01-01,2016-12-31,True,1
2016,MHK,MHK,2016-01-01,2016-12-31,True,1
2016,MJN,MJN,2016-01-01,2016-12-31,True,1
2016,MKC,MKC,2016-01-01,2016-12-31,True,1
2016,MLM,MLM,2016-01-01,2016-12-31,True,1
2016,MMC,MMC,2016-01-01,2016-12-31,True,1
2016,MMM,MMM,2016-01-01,2016-12-31,True,1
2016,MNK,MNK,2016-01-01,2016-12-31,True,1
2016,MNST,MNST,2016-01-01,2016-12-31,True,1
2016,MO,MO,2016-01-01,2016-12-31,True,1
2016,MON,MON,2016-01-01,2016-12-31,True,1
2016,MOS,MOS,2016-01-01,2016-12-31,True,1
2016,MPC,MPC,2016-01-01,2016-12-31,True,1
2016,MRK,MRK,2016-01-01,2016-12-31,True,1
2016,MRO,MRO,2016-01-01,2016-12-31,True,1
2016,MS,MS,2016-01-01,2016-12-31,True,1
2016,MSFT,MSFT,2016-01-01,2016-12-31,True,1
2016,MSI,MSI,2016-01-01,2016-12-31,True,1
2016,MTB,MTB,2016-01-01,2016-12-31,True,1
2016,MTD,MTD,2016-09-06,2016-12-31,False,1
2016,MU,MU,2016-01-01,2016-12-31,True,1
2016,MUR,MUR,2016-01-01,2016-12-31,True,1
2016,MYL,MYL,2016-01-01,2016-12-31,True,1
2016,NAVI,NAVI,2016-01-01,2016-12-31,True,1
2016,NBL,NBL,2016-01-01,2016-12-31,True,1
2016,NDAQ,NDAQ,2016-01-01,2016-12-31,True,1
2016,NEE,NEE,2016-01-01,2016-12-31,True,1
2016,NEM,NEM,2016-01-01,2016-12-31,True,1
2016,NFLX,NFLX,2016-01-01,2016-12-31,True,1
2016,NFX,NFX,2016-01-01,2016-12-31,True,1
2016,NI,NI,2016-01-01,2016-12-31,True,1
2016,NKE,NKE,2016-01-01,2016-12-31,True,1
2016,NLSN,NLSN,2016-01-01,2016-12-31,True,1
2016,NOC,NOC,2016-01-01,2016-12-31,True,1
2016,NOV,NOV,2016-01-01,2016-12-31,True,1
2016,NRG,NRG,2016-01-01,2016-12-31,True,1
2016,NSC,NSC,2016-01-01,2016-12-31,True,1
2016,NTAP,NTAP,2016-01-01,2016-12-31,True,1
2016,NTRS,NTRS,2016-01-01,2016-12-31,True,1
2016,NUE,NUE,2016-01-01,2016-12-31,True,1
2016,NVDA,NVDA,2016-01-01,2016-12-31,True,1
2016,NWL,NWL,2016-01-01,2016-12-31,True,1
2016,NWS,NWS,2016-01-01,2016-12-31,True,1
2016,NWSA,NWSA,2016-01-01,2016-12-31,True,1
2016,O,O,2016-01-01,2016-12-31,True,1
2016,OI,OI,2016-01-01,2016-12-01,False,1
2016,OKE,OKE,2016-01-01,2016-12-31,True,1
2016,OMC,OMC,2016-01-01,2016-12-31,True,1
2016,ORCL,ORCL,2016-01-01,2016-12-31,True,1
2016,ORLY,ORLY,2016-01-01,2016-12-31,True,1
2016,OXY,OXY,2016-01-01,2016-12-31,True,1
2016,PAYX,PAYX,2016-01-01,2016-12-31,True,1
2016,PBCT,PBCT,2016-01-01,2016-12-31,True,1
2016,PBI,PBI,2016-01-01,2016-12-31,True,1
2016,PCAR,PCAR,2016-01-01,2016-12-31,True,1
2016,PCG,PCG,2016-01-01,2016-12-31,True,1
2016,PCL,PCL,2016-01-01,2016-02-21,False,1
2016,PCP,PCP,2016-01-01,2016-01-31,False,1
2016,PDCO,PDCO,2016-01-01,2016-12-31,True,1
2016,PEG,PEG,2016-01-01,2016-12-31,True,1
2016,PEP,PEP,2016-01-01,2016-12-31,True,1
2016,PFE,PFE,2016-01-01,2016-12-31,True,1
2016,PFG,PFG,2016-01-01,2016-12-31,True,1
2016,PG,PG,2016-01-01,2016-12-31,True,1
2016,PGR,PGR,2016-01-01,2016-12-31,True,1
2016,PH,PH,2016-01-01,2016-12-31,True,1
2016,PHM,PHM,2016-01-01,2016-12-31,True,1
2016,PKI,RVTY,2016-01-01,2016-12-31,True,1
2016,PLD,PLD,2016-01-01,2016-12-31,True,1
2016,PM,PM,2016-01-01,2016-12-31,True,1
2016,PNC,PNC,2016-01-01,2016-12-31,True,1
2016,PNR,PNR,2016-01-01,2016-12-31,True,1
2016,PNW,PNW,2016-01-01,2016-12-31,True,1
2016,POM,POM,2016-01-01,2016-03-23,False,1
2016,PPG,PPG,2016-01-01,2016-12-31,True,1
2016,PPL,PPL,2016-01-01,2016-12-31,True,1
2016,PRGO,PRGO,2016-01-01,2016-12-31,True,1
2016,PRU,PRU,2016-01-01,2016-12-31,True,1
2016,PSA,PSA,2016-01-01,2016-12-31,True,1
2016,PSX,PSX,2016-01-01,2016-12-31,True,1
2016,PVH,PVH,2016-01-01,2016-12-31,True,1
2016,PWR,PWR,2016-01-01,2016-12-31,True,1
2016,PX,PX,2016-01-01,2016-12-31,True,1
2016,PXD,PXD,2016-01-01,2016-12-31,True,1
2016,PYPL,PYPL,2016-01-01,2016-12-31,True,1
2016,QCOM,QCOM,2016-01-01,2016-12-31,True,1
2016,QRVO,QRVO,2016-01-01,2016-12-31,True,1
2016,R,R,2016-01-01,2016-12-31,True,1
2016,RAI,RAI,2016-01-01,2016-12-31,True,1
2016,RCL,RCL,2016-01-01,2016-12-31,True,1
2016,REGN,REGN,2016-01-01,2016-12-31,True,1
2016,RF,RF,2016-01-01,2016-12-31,True,1
2016,RHI,RHI,2016-01-01,2016-12-31,True,1
2016,RHT,RHT,2016-01-01,2016-12-31,True,1
2016,RIG,RIG,2016-01-01,2016-12-31,True,1
2016,RL,RL,2016-01-01,2016-12-31,True,1
2016,ROK,ROK,2016-01-01,2016-12-31,True,1
2016,ROP,ROP,2016-01-01,2016-12-31,True,1
2016,ROST,ROST,2016-01-01,2016-12-31,True,1
2016,RRC,RRC,2016-01-01,2016-12-31,True,1
2016,RSG,RSG,2016-01-01,2016-12-31,True,1
2016,RTN,RTN,2016-01-01,2016-12-31,True,1
2016,SBUX,SBUX,2016-01-01,2016-12-31,True,1
2016,SCG,SCG,2016-01-01,2016-12-31,True,1
2016,SCHW,SCHW,2016-01-01,2016-12-31,True,1
2016,SE,SE,2016-01-01,2016-12-31,True,1
2016,SEE,SEE,2016-01-01,2016-12-31,True,1
2016,SHW,SHW,2016-01-01,2016-12-31,True,1
2016,SIG,SIG,2016-01-01,2016-12-31,True,1
2016,SJM,SJM,2016-01-01,2016-12-31,True,1
2016,SLB,SLB,2016-01-01,2016-12-31,True,1
2016,SLG,SLG,2016-01-01,2016-12-31,True,1
2016,SNA,SNA,2016-01-01,2016-12-31,True,1
2016,SNDK,SNDK,2016-01-01,2016-05-11,False,1
2016,SNI,SNI,2016-01-01,2016-12-31,True,1
2016,SO,SO,2016-01-01,2016-12-31,True,1
2016,SPG,SPG,2016-01-01,2016-12-31,True,1
2016,SPGI,SPGI,2016-01-01,2016-12-31,True,1
2016,SPLS,SPLS,2016-01-01,2016-12-31,True,1
2016,SRCL,SRCL,2016-01-01,2016-12-31,True,1
2016,SRE,SRE,2016-01-01,2016-12-31,True,1
2016,STI,STI,2016-01-01,2016-12-31,True,1
2016,STJ,STJ,2016-01-01,2016-12-31,True,1
2016,STT,STT,2016-01-01,2016-12-31,True,1
2016,STX,STX,2016-01-01,2016-12-31,True,1
2016,STZ,STZ,2016-01-01,2016-12-31,True,1
2016,SWK,SWK,2016-01-01,2016-12-31,True,1
2016,SWKS,SWKS,2016-01-01,2016-12-31,True,1
2016,SWN,SWN,2016-01-01,2016-12-31,True,1
2016,SYF,SYF,2016-01-01,2016-12-31,True,1
2016,SYK,SYK,2016-01-01,2016-12-31,True,1
2016,SYMC,SYMC,2016-01-01,2016-12-31,True,1
2016,SYY,SYY,2016-01-01,2016-12-31,True,1
2016,T,T,2016-01-01,2016-12-31,True,1
2016,TAP,TAP,2016-01-01,2016-12-31,True,1
2016,TDC,TDC,2016-01-01,2016-12-31,True,1
2016,TDG,TDG,2016-06-03,2016-12-31,False,1
2016,TE,TE,2016-01-01,2016-06-30,False,1
2016,TEL,TEL,2016-01-01,2016-12-31,True,1
2016,TGNA,TGNA,2016-01-01,2016-12-31,True,1
2016,TGT,TGT,2016-01-01,2016-12-31,True,1
2016,THC,THC,2016-01-01,2016-04-17,False,1
2016,TIF,TIF,2016-01-01,2016-12-31,True,1
2016,TJX,TJX,2016-01-01,2016-12-31,True,1
2016,TMK,GL,2016-01-01,2016-12-31,True,1
2016,TMO,TMO,2016-01-01,2016-12-31,True,1
2016,TPR,TPR,2016-01-01,2016-12-31,True,1
2016,TRIP,TRIP,2016-01-01,2016-12-31,True,1
2016,TROW,TROW,2016-01-01,2016-12-31,True,1
2016,TRV,TRV,2016-01-01,2016-12-31,True,1
2016,TSCO,TSCO,2016-01-01,2016-12-31,True,1
2016,TSN,TSN,2016-01-01,2016-12-31,True,1
2016,TSS,TSS,2016-01-01,2016-12-31,True,1
2016,TWC,TWC,2016-01-01,2016-05-17,False,1
2016,TWX,TWX,2016-01-01,2016-12-31,True,1
2016,TXN,TXN,2016-01-01,2016-12-31,True,1
2016,TXT,TXT,2016-01-01,2016-12-31,True,1
2016,UA,UA,2016-04-08,2016-12-31,False,1
